branch_id,from_bus_id,to_bus_id,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax,branch_device_type,interconnect
679,541,496,0.000799,0.00735,0.02874,455.29,0,0,0.0,0.0,1,0,0,-18.76,-34.87,18.77,31.85,0,0,0,0,Line,Eastern
680,501,497,0.005873,0.023534,0.00694,186.05,0,0,0.0,0.0,1,0,0,-8.68,-5.37,8.69,4.64,0,0,0,0,Line,Eastern
681,497,550,0.006036,0.029957,0.00404,194.31,0,0,0.0,0.0,1,0,0,14.23,5.99,-14.22,-6.36,0,0,0,0,Line,Eastern
682,847,499,0.000266,0.005107,0.63465,2404.19,0,0,0.0,0.0,1,0,0,94.72,21.46,-94.69,-90.81,0,0,0,0,Line,Eastern
683,988,499,0.000553,0.008384,1.12021,2569.22,0,0,0.0,0.0,1,0,0,-251.58,-107.28,251.92,-10.1,0,0,0,0,Line,Eastern
684,1026,499,0.00017,0.003135,0.30482,2557.93,0,0,0.0,0.0,1,0,0,227.54,-61.14,-227.45,29.23,0,0,0,0,Line,Eastern
686,500,504,0.000275,0.001099,0.0,0.0,0,0,0.0,0.0,1,0,0,-8.92,1.94,8.92,-1.94,0,0,0,0,Line,Eastern
687,500,505,0.000248,0.001073,0.0,0.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Line,Eastern
689,501,570,0.006762,0.035034,0.00562,144.18,0,0,0.0,0.0,1,0,0,-1.84,-1.61,1.84,1.0,0,0,0,0,Line,Eastern
691,504,1022,0.001308,0.01219,0.04836,541.15,0,0,0.0,0.0,1,0,0,-16.31,-6.75,16.31,1.5,0,0,0,0,Line,Eastern
692,572,506,0.003666,0.013416,0.00278,136.94,0,0,0.0,0.0,1,0,0,0.47,-1.95,-0.47,1.65,0,0,0,0,Line,Eastern
693,506,573,0.001381,0.006405,0.00203,121.94,0,0,0.0,0.0,1,0,0,5.44,-2.45,-5.44,2.23,0,0,0,0,Line,Eastern
694,506,1103,0.005988,0.02323,0.00663,162.1,0,0,0.0,0.0,1,0,0,-9.3,0.61,9.31,-1.32,0,0,0,0,Line,Eastern
695,507,508,0.000211,0.001173,0.0,0.0,0,0,0.0,0.0,1,0,0,6.7,2.32,-6.7,-2.32,0,0,0,0,Line,Eastern
696,577,507,0.002064,0.009074,0.00232,161.08,0,0,0.0,0.0,1,0,0,3.34,2.12,-3.34,-2.37,0,0,0,0,Line,Eastern
697,509,573,0.00279,0.012439,0.00481,133.42,0,0,0.0,0.0,1,0,0,-4.59,2.54,4.59,-3.07,0,0,0,0,Line,Eastern
698,510,511,0.004897,0.019778,0.00511,159.38,0,0,0.0,0.0,1,0,0,6.52,4.79,-6.52,-5.33,0,0,0,0,Line,Eastern
699,510,550,0.003156,0.016691,0.00268,173.56,0,0,0.0,0.0,1,0,0,-9.55,-5.88,9.55,5.61,0,0,0,0,Line,Eastern
700,511,534,0.007794,0.034523,0.01161,159.86,0,0,0.0,0.0,1,0,0,5.55,1.81,-5.55,-3.04,0,0,0,0,Line,Eastern
701,511,538,0.009611,0.042505,0.00465,179.1,0,0,0.0,0.0,1,0,0,-9.11,1.82,9.12,-2.29,0,0,0,0,Line,Eastern
702,511,562,0.004679,0.025297,0.02572,164.14,0,0,0.0,0.0,1,0,0,7.1,0.71,-7.1,-3.47,0,0,0,0,Line,Eastern
703,512,513,0.00022,0.001084,0.0,0.0,0,0,0.0,0.0,1,0,0,-2.09,-0.22,2.09,0.22,0,0,0,0,Line,Eastern
704,518,513,0.005968,0.02472,0.0135,155.92,0,0,0.0,0.0,1,0,0,0.97,6.33,-0.97,-7.79,0,0,0,0,Line,Eastern
705,589,513,0.010231,0.040923,0.0091,137.85,0,0,0.0,0.0,1,0,0,1.13,-8.52,-1.12,7.56,0,0,0,0,Line,Eastern
706,514,515,0.000296,0.001156,0.0,0.0,0,0,0.0,0.0,1,0,0,2.37,0.26,-2.37,-0.26,0,0,0,0,Line,Eastern
707,514,518,0.007161,0.028413,0.00391,137.75,0,0,0.0,0.0,1,0,0,-7.47,7.1,7.47,-7.5,0,0,0,0,Line,Eastern
708,516,517,0.000233,0.001013,0.0,0.0,0,0,0.0,0.0,1,0,0,-2.46,-0.83,2.46,0.83,0,0,0,0,Line,Eastern
709,517,535,0.006768,0.030284,0.01073,165.52,0,0,0.0,0.0,1,0,0,-6.77,-2.0,6.77,0.84,0,0,0,0,Line,Eastern
710,517,640,0.021164,0.104302,0.01313,154.21,0,0,0.0,0.0,1,0,0,4.31,1.17,-4.3,-2.59,0,0,0,0,Line,Eastern
711,518,519,0.000262,0.001165,0.0,0.0,0,0,0.0,0.0,1,0,0,2.39,0.38,-2.39,-0.38,0,0,0,0,Line,Eastern
712,518,546,0.008135,0.039513,0.00631,172.75,0,0,0.0,0.0,1,0,0,-10.83,0.78,10.84,-1.42,0,0,0,0,Line,Eastern
713,521,520,0.002309,0.082474,0.0,169.79,0,0,1.00625,0.0,1,0,0,-13.29,1.45,13.29,-1.31,0,0,0,0,Transformer,Eastern
714,520,522,0.000248,0.001112,0.0,0.0,0,0,0.0,0.0,1,0,0,5.73,1.73,-5.73,-1.73,0,0,0,0,Line,Eastern
715,565,520,0.002739,0.01852,0.08218,537.04,0,0,0.0,0.0,1,0,0,94.98,-56.93,-94.68,50.23,0,0,0,0,Line,Eastern
716,520,596,0.003017,0.028907,0.09974,516.96,0,0,0.0,0.0,1,0,0,18.19,11.88,-18.18,-22.37,0,0,0,0,Line,Eastern
717,521,546,0.006509,0.032855,0.00373,188.35,0,0,0.0,0.0,1,0,0,13.29,-1.45,-13.28,1.1,0,0,0,0,Line,Eastern
718,523,524,0.000279,0.001013,0.0,0.0,0,0,0.0,0.0,1,0,0,-5.23,-2.91,5.23,2.91,0,0,0,0,Line,Eastern
719,601,524,0.011156,0.051786,0.01522,172.4,0,0,0.0,0.0,1,0,0,11.78,-5.5,-11.77,3.93,0,0,0,0,Line,Eastern
720,524,647,0.024207,0.088147,0.05697,143.47,0,0,0.0,0.0,1,0,0,6.53,-6.84,-6.52,0.73,0,0,0,0,Line,Eastern
722,525,529,0.000292,0.001102,0.0,0.0,0,0,0.0,0.0,1,0,0,6.87,0.87,-6.87,-0.87,0,0,0,0,Line,Eastern
723,655,525,0.001804,0.015153,0.04513,550.12,0,0,0.0,0.0,1,0,0,-27.49,-2.6,27.51,-2.22,0,0,0,0,Line,Eastern
725,526,535,0.004877,0.013159,0.01686,174.31,0,0,0.0,0.0,1,0,0,8.66,-0.91,-8.66,-0.93,0,0,0,0,Line,Eastern
726,526,645,0.004997,0.022806,0.05824,177.66,0,0,0.0,0.0,1,0,0,10.38,-3.13,-10.38,-3.24,0,0,0,0,Line,Eastern
728,1039,530,0.009077,0.039476,0.00658,184.24,0,0,0.0,0.0,1,0,0,8.58,-2.7,-8.57,2.05,0,0,0,0,Line,Eastern
729,1139,530,0.008346,0.033859,0.00757,172.72,0,0,0.0,0.0,1,0,0,6.93,-1.3,-6.93,0.54,0,0,0,0,Line,Eastern
730,531,532,0.000228,0.001184,0.0,0.0,0,0,0.0,0.0,1,0,0,-1.81,-0.15,1.81,0.15,0,0,0,0,Line,Eastern
731,532,533,0.009609,0.047916,0.00961,151.64,0,0,0.0,0.0,1,0,0,-6.29,0.96,6.29,-1.99,0,0,0,0,Line,Eastern
732,533,556,0.003132,0.01327,0.00441,146.77,0,0,0.0,0.0,1,0,0,2.23,-0.03,-2.23,-0.45,0,0,0,0,Line,Eastern
733,1134,533,0.00378,0.01721,0.00845,184.35,0,0,0.0,0.0,1,0,0,12.06,-2.29,-12.06,1.39,0,0,0,0,Line,Eastern
734,554,536,0.014391,0.046365,0.0056,140.87,0,0,0.0,0.0,1,0,0,1.9,-0.49,-1.9,-0.12,0,0,0,0,Line,Eastern
735,556,536,0.009909,0.051511,0.01125,127.45,0,0,0.0,0.0,1,0,0,0.35,-0.48,-0.35,-0.75,0,0,0,0,Line,Eastern
736,537,538,0.000241,0.001081,0.0,0.0,0,0,0.0,0.0,1,0,0,-5.09,-2.88,5.09,2.88,0,0,0,0,Line,Eastern
737,538,539,0.003254,0.014343,0.00415,144.78,0,0,0.0,0.0,1,0,0,-2.33,0.37,2.33,-0.82,0,0,0,0,Line,Eastern
738,538,542,0.003702,0.012691,0.00194,192.34,0,0,0.0,0.0,1,0,0,-11.88,-0.96,11.88,0.77,0,0,0,0,Line,Eastern
739,539,540,0.000222,0.001029,0.0,0.0,0,0,0.0,0.0,1,0,0,5.09,3.13,-5.09,-3.13,0,0,0,0,Line,Eastern
740,542,539,0.002838,0.015963,0.00234,172.68,0,0,0.0,0.0,1,0,0,7.42,2.06,-7.42,-2.31,0,0,0,0,Line,Eastern
741,542,541,0.001327,0.069417,0.0,218.07,0,0,1.0,0.0,1,0,0,-19.3,-2.83,19.31,3.07,0,0,0,0,Transformer,Eastern
742,541,543,0.000228,0.001103,0.0,0.0,0,0,0.0,0.0,1,0,0,5.09,1.42,-5.09,-1.42,0,0,0,0,Line,Eastern
743,603,544,0.004213,0.021412,0.02957,217.03,0,0,0.0,0.0,1,0,0,-32.78,12.91,32.83,-15.83,0,0,0,0,Line,Eastern
744,544,863,0.008852,0.039749,0.00382,189.1,0,0,0.0,0.0,1,0,0,-15.91,7.42,15.94,-7.71,0,0,0,0,Line,Eastern
745,544,1015,0.005673,0.027191,0.0035,193.41,0,0,0.0,0.0,1,0,0,-18.57,8.1,18.59,-8.37,0,0,0,0,Line,Eastern
746,545,567,0.006827,0.033405,0.00561,128.03,0,0,0.0,0.0,1,0,0,-13.53,11.04,13.55,-11.56,0,0,0,0,Line,Eastern
747,545,570,0.010802,0.044037,0.00556,145.01,0,0,0.0,0.0,1,0,0,6.26,2.41,-6.25,-3.0,0,0,0,0,Line,Eastern
748,545,1060,0.005235,0.017107,0.02901,153.92,0,0,0.0,0.0,1,0,0,5.56,-14.13,-5.55,10.99,0,0,0,0,Line,Eastern
749,546,547,0.000235,0.001092,0.0,0.0,0,0,0.0,0.0,1,0,0,2.44,0.33,-2.44,-0.33,0,0,0,0,Line,Eastern
750,549,548,0.007698,0.043532,0.00722,174.54,0,0,0.0,0.0,1,0,0,-9.02,-3.04,9.03,2.32,0,0,0,0,Line,Eastern
751,548,582,0.01069,0.053115,0.01208,185.27,0,0,0.0,0.0,1,0,0,-10.33,-3.05,10.34,1.83,0,0,0,0,Line,Eastern
752,549,944,0.020434,0.079968,0.01041,170.14,0,0,0.0,0.0,1,0,0,7.85,2.7,-7.84,-3.74,0,0,0,0,Line,Eastern
753,550,551,0.000208,0.001125,0.0,0.0,0,0,0.0,0.0,1,0,0,4.67,0.75,-4.67,-0.75,0,0,0,0,Line,Eastern
754,553,552,0.002873,0.011643,0.02203,155.0,0,0,0.0,0.0,1,0,0,-2.4,-2.46,2.4,0.2,0,0,0,0,Line,Eastern
755,553,584,0.016424,0.061776,0.00494,151.85,0,0,0.0,0.0,1,0,0,-4.46,-5.41,4.47,4.93,0,0,0,0,Line,Eastern
756,554,555,0.000218,0.001168,0.0,0.0,0,0,0.0,0.0,1,0,0,1.77,0.53,-1.77,-0.53,0,0,0,0,Line,Eastern
757,569,554,0.003076,0.012799,0.01248,153.41,0,0,0.0,0.0,1,0,0,3.67,-1.32,-3.67,-0.04,0,0,0,0,Line,Eastern
758,557,558,0.006304,0.033179,0.00546,117.15,0,0,0.0,0.0,1,0,0,-0.52,-1.75,0.52,1.19,0,0,0,0,Line,Eastern
759,557,560,0.004086,0.022243,0.00941,151.44,0,0,0.0,0.0,1,0,0,-2.27,1.18,2.27,-2.14,0,0,0,0,Line,Eastern
760,1039,558,0.024883,0.116305,0.03646,145.8,0,0,0.0,0.0,1,0,0,3.31,-1.7,-3.31,-2.03,0,0,0,0,Line,Eastern
761,560,559,0.001627,0.078038,0.0,182.02,0,0,1.0,0.0,1,0,0,-13.36,14.32,13.36,-14.03,0,0,0,0,Transformer,Eastern
762,559,561,0.000277,0.001064,0.0,0.0,0,0,0.0,0.0,1,0,0,-13.36,-21.34,13.37,21.34,0,0,0,0,Line,Eastern
763,561,1038,0.004937,0.04259,0.14193,498.57,0,0,0.0,0.0,1,0,0,-13.37,-21.34,13.38,7.19,0,0,0,0,Line,Eastern
764,564,563,0.001385,0.06967,0.0,222.43,0,0,1.00625,0.0,1,0,0,-32.42,5.99,32.43,-5.28,0,0,0,0,Transformer,Eastern
765,563,565,0.000288,0.001042,0.0,0.0,0,0,0.0,0.0,1,0,0,-32.43,5.28,32.44,-5.27,0,0,0,0,Line,Eastern
766,568,564,0.00533,0.022656,0.01043,194.02,0,0,0.0,0.0,1,0,0,-24.8,8.64,24.84,-9.62,0,0,0,0,Line,Eastern
767,565,866,0.001559,0.013653,0.04868,583.66,0,0,0.0,0.0,1,0,0,-127.42,62.2,127.72,-64.69,0,0,0,0,Line,Eastern
768,566,567,0.000293,0.001195,0.0,0.0,0,0,0.0,0.0,1,0,0,-5.49,-1.22,5.49,1.22,0,0,0,0,Line,Eastern
769,567,568,0.006761,0.028055,0.00579,166.05,0,0,0.0,0.0,1,0,0,-19.04,10.34,19.07,-10.84,0,0,0,0,Line,Eastern
770,569,1134,0.002476,0.013483,0.01402,176.61,0,0,0.0,0.0,1,0,0,-8.78,-0.07,8.79,-1.45,0,0,0,0,Line,Eastern
771,571,572,0.000256,0.001122,0.0,0.0,0,0,0.0,0.0,1,0,0,-4.42,-2.26,4.42,2.26,0,0,0,0,Line,Eastern
772,1094,572,0.010449,0.027606,0.00443,150.72,0,0,0.0,0.0,1,0,0,4.89,-0.17,-4.88,-0.31,0,0,0,0,Line,Eastern
773,573,574,0.000254,0.00118,0.0,0.0,0,0,0.0,0.0,1,0,0,4.42,0.94,-4.42,-0.94,0,0,0,0,Line,Eastern
774,575,577,0.004238,0.023081,0.0047,165.81,0,0,0.0,0.0,1,0,0,-13.32,4.03,13.32,-4.51,0,0,0,0,Line,Eastern
775,693,575,0.004543,0.023852,0.00806,212.32,0,0,0.0,0.0,1,0,0,-20.39,3.42,20.41,-4.2,0,0,0,0,Line,Eastern
777,576,580,0.000282,0.001058,0.0,0.0,0,0,0.0,0.0,1,0,0,-30.7,1.33,30.71,-1.32,0,0,0,0,Line,Eastern
780,580,1022,0.001285,0.010337,0.04238,515.06,0,0,0.0,0.0,1,0,0,-32.64,11.0,32.65,-15.51,0,0,0,0,Line,Eastern
781,1170,580,0.001718,0.014085,0.05142,547.29,0,0,0.0,0.0,1,0,0,-4.15,20.77,4.16,-26.34,0,0,0,0,Line,Eastern
782,581,656,0.008248,0.040094,0.01238,167.71,0,0,0.0,0.0,1,0,0,-14.93,-0.01,14.94,-1.25,0,0,0,0,Line,Eastern
783,581,678,0.012441,0.060858,0.01455,164.76,0,0,0.0,0.0,1,0,0,13.62,-0.47,-13.6,-1.01,0,0,0,0,Line,Eastern
784,582,583,0.000263,0.001033,0.0,0.0,0,0,0.0,0.0,1,0,0,1.9,0.11,-1.9,-0.11,0,0,0,0,Line,Eastern
785,1184,582,0.01641,0.072256,0.00815,190.7,0,0,0.0,0.0,1,0,0,12.27,1.18,-12.24,-1.94,0,0,0,0,Line,Eastern
786,585,584,0.012714,0.063863,0.00829,161.9,0,0,0.0,0.0,1,0,0,6.44,4.52,-6.43,-5.33,0,0,0,0,Line,Eastern
787,944,585,0.004993,0.023822,0.00698,169.08,0,0,0.0,0.0,1,0,0,7.82,3.97,-7.81,-4.68,0,0,0,0,Line,Eastern
788,586,649,0.054534,0.184247,0.02402,172.49,0,0,0.0,0.0,1,0,0,-7.57,-2.48,7.6,-0.02,0,0,0,0,Line,Eastern
789,587,588,0.000295,0.001129,0.0,0.0,0,0,0.0,0.0,1,0,0,2.64,0.51,-2.64,-0.51,0,0,0,0,Line,Eastern
790,587,599,0.01281,0.068812,0.01723,167.13,0,0,0.0,0.0,1,0,0,12.52,-2.34,-12.5,0.59,0,0,0,0,Line,Eastern
791,603,587,0.006816,0.033145,0.0424,179.46,0,0,0.0,0.0,1,0,0,15.17,-6.31,-15.15,1.83,0,0,0,0,Line,Eastern
792,592,589,0.003781,0.017651,0.00684,200.63,0,0,0.0,0.0,1,0,0,20.81,-12.99,-20.79,12.36,0,0,0,0,Line,Eastern
793,600,589,0.011462,0.031023,0.01599,192.57,0,0,0.0,0.0,1,0,0,-16.28,3.02,16.31,-4.66,0,0,0,0,Line,Eastern
794,590,592,0.010924,0.046378,0.00483,98.81,0,0,0.0,0.0,1,0,0,6.14,-2.94,-6.14,2.44,0,0,0,0,Line,Eastern
795,599,590,0.018352,0.075537,0.00886,156.27,0,0,0.0,0.0,1,0,0,9.85,-2.05,-9.83,1.17,0,0,0,0,Line,Eastern
797,591,595,0.000239,0.001146,0.0,0.0,0,0,0.0,0.0,1,0,0,3.5,0.97,-3.5,-0.97,0,0,0,0,Line,Eastern
798,591,596,0.000273,0.0011,0.0,0.0,0,0,0.0,0.0,1,0,0,-18.18,-22.36,18.18,22.37,0,0,0,0,Line,Eastern
801,597,598,0.001952,0.009662,0.02998,177.32,0,0,0.0,0.0,1,0,0,8.96,0.77,-8.96,-4.02,0,0,0,0,Line,Eastern
802,597,1034,0.01617,0.073917,0.01293,186.94,0,0,0.0,0.0,1,0,0,-10.02,-1.18,10.03,-0.16,0,0,0,0,Line,Eastern
803,598,662,0.029446,0.112794,0.01399,167.3,0,0,0.0,0.0,1,0,0,6.78,-5.48,-6.76,4.03,0,0,0,0,Line,Eastern
804,600,601,0.010242,0.040457,0.00798,177.95,0,0,0.0,0.0,1,0,0,13.26,-5.74,-13.25,4.95,0,0,0,0,Line,Eastern
805,602,606,0.038045,0.146855,0.03751,158.59,0,0,0.0,0.0,1,0,0,-12.6,3.2,12.66,-7.01,0,0,0,0,Line,Eastern
806,602,663,0.015579,0.079371,0.01014,148.19,0,0,0.0,0.0,1,0,0,10.02,-4.25,-10.01,3.23,0,0,0,0,Line,Eastern
807,603,604,0.000259,0.001035,0.0,0.0,0,0,0.0,0.0,1,0,0,3.28,0.56,-3.28,-0.56,0,0,0,0,Line,Eastern
808,606,603,0.01231,0.061275,0.00829,174.72,0,0,0.0,0.0,1,0,0,-14.3,6.41,14.33,-7.16,0,0,0,0,Line,Eastern
809,605,606,0.000274,0.00112,0.0,0.0,0,0,0.0,0.0,1,0,0,-1.64,-0.6,1.64,0.6,0,0,0,0,Line,Eastern
810,607,608,0.00024,0.001155,0.0,0.0,0,0,0.0,0.0,1,0,0,-6.24,-0.61,6.24,0.61,0,0,0,0,Line,Eastern
811,608,630,0.004327,0.024005,0.00387,168.59,0,0,0.0,0.0,1,0,0,-10.02,-1.03,10.02,0.63,0,0,0,0,Line,Eastern
813,609,613,0.000249,0.001139,0.0,0.0,0,0,0.0,0.0,1,0,0,-25.61,-54.59,25.62,54.62,0,0,0,0,Line,Eastern
814,609,614,0.000247,0.001036,0.0,0.0,0,0,0.0,0.0,1,0,0,8.12,2.49,-8.12,-2.49,0,0,0,0,Line,Eastern
816,615,610,0.005858,0.028145,0.00719,178.85,0,0,0.0,0.0,1,0,0,-14.97,0.13,14.98,-0.85,0,0,0,0,Line,Eastern
817,619,610,0.004238,0.02045,0.01355,173.46,0,0,0.0,0.0,1,0,0,-15.74,2.39,15.75,-3.81,0,0,0,0,Line,Eastern
819,1098,613,0.001227,0.011898,0.05498,567.44,0,0,0.0,0.0,1,0,0,37.59,18.77,-37.57,-24.49,0,0,0,0,Line,Eastern
820,617,618,0.000296,0.001121,0.0,0.0,0,0,0.0,0.0,1,0,0,-1.86,-0.49,1.86,0.49,0,0,0,0,Line,Eastern
821,619,620,0.00021,0.001028,0.0,0.0,0,0,0.0,0.0,1,0,0,3.35,0.72,-3.35,-0.72,0,0,0,0,Line,Eastern
822,621,623,0.004786,0.019845,0.00517,100.51,0,0,0.0,0.0,1,0,0,0.54,-8.22,-0.54,7.67,0,0,0,0,Line,Eastern
823,623,622,0.001482,0.057022,0.0,238.18,0,0,1.00625,0.0,1,0,0,-24.02,-9.58,24.02,9.93,0,0,0,0,Transformer,Eastern
824,622,624,0.000275,0.001157,0.0,0.0,0,0,0.0,0.0,1,0,0,7.03,0.41,-7.03,-0.41,0,0,0,0,Line,Eastern
825,622,1098,0.001302,0.012089,0.11855,593.48,0,0,0.0,0.0,1,0,0,58.04,25.57,-57.99,-37.96,0,0,0,0,Line,Eastern
826,630,625,0.005247,0.025058,0.00508,157.83,0,0,0.0,0.0,1,0,0,8.37,0.45,-8.36,-0.98,0,0,0,0,Line,Eastern
827,626,627,0.000225,0.001131,0.0,0.0,0,0,0.0,0.0,1,0,0,5.07,0.57,-5.07,-0.57,0,0,0,0,Line,Eastern
828,626,888,0.001841,0.009216,0.00225,182.83,0,0,0.0,0.0,1,0,0,-17.28,0.86,17.29,-1.08,0,0,0,0,Line,Eastern
829,628,629,0.000254,0.001062,0.0,0.0,0,0,0.0,0.0,1,0,0,5.07,1.08,-5.07,-1.08,0,0,0,0,Line,Eastern
830,888,628,0.001746,0.009731,0.00549,195.67,0,0,0.0,0.0,1,0,0,-25.66,6.61,25.67,-7.14,0,0,0,0,Line,Eastern
831,1210,628,0.001289,0.005645,0.00175,209.28,0,0,0.0,0.0,1,0,0,30.75,-6.2,-30.73,6.06,0,0,0,0,Line,Eastern
832,630,631,0.00026,0.001054,0.0,0.0,0,0,0.0,0.0,1,0,0,1.77,0.83,-1.77,-0.83,0,0,0,0,Line,Eastern
833,633,632,0.007978,0.028908,0.00557,159.99,0,0,0.0,0.0,1,0,0,-11.04,-2.57,11.05,2.0,0,0,0,0,Line,Eastern
834,972,632,0.004687,0.022609,0.00485,166.39,0,0,0.0,0.0,1,0,0,13.08,2.4,-13.07,-2.89,0,0,0,0,Line,Eastern
835,633,634,0.000202,0.001073,0.0,0.0,0,0,0.0,0.0,1,0,0,3.4,0.33,-3.4,-0.33,0,0,0,0,Line,Eastern
836,645,635,0.008868,0.040861,0.01289,155.76,0,0,0.0,0.0,1,0,0,7.28,2.26,-7.27,-3.64,0,0,0,0,Line,Eastern
837,936,635,0.008555,0.035127,0.01794,143.92,0,0,0.0,0.0,1,0,0,-5.46,-4.97,5.46,3.03,0,0,0,0,Line,Eastern
838,636,637,0.000208,0.001049,0.0,0.0,0,0,0.0,0.0,1,0,0,1.98,0.33,-1.98,-0.33,0,0,0,0,Line,Eastern
839,639,636,0.005272,0.032931,0.00544,166.2,0,0,0.0,0.0,1,0,0,-9.41,0.97,9.42,-1.54,0,0,0,0,Line,Eastern
840,636,1002,0.007358,0.039821,0.00833,169.34,0,0,0.0,0.0,1,0,0,-11.39,1.21,11.4,-2.07,0,0,0,0,Line,Eastern
841,638,639,0.000216,0.001006,0.0,0.0,0,0,0.0,0.0,1,0,0,-1.25,-0.38,1.25,0.38,0,0,0,0,Line,Eastern
842,639,649,0.011103,0.061896,0.01417,163.43,0,0,0.0,0.0,1,0,0,8.16,-1.36,-8.16,-0.15,0,0,0,0,Line,Eastern
843,670,640,0.006839,0.032501,0.00543,123.9,0,0,0.0,0.0,1,0,0,-1.68,-2.74,1.68,2.15,0,0,0,0,Line,Eastern
844,643,641,0.003401,0.016741,0.00545,144.59,0,0,0.0,0.0,1,0,0,5.32,3.6,-5.32,-4.18,0,0,0,0,Line,Eastern
845,641,651,0.003922,0.015081,0.00464,105.56,0,0,0.0,0.0,1,0,0,1.48,3.62,-1.48,-4.12,0,0,0,0,Line,Eastern
846,643,642,0.003964,0.018762,0.0148,163.12,0,0,0.0,0.0,1,0,0,-9.25,-4.97,9.25,3.38,0,0,0,0,Line,Eastern
847,642,921,0.003787,0.021723,0.00634,139.3,0,0,0.0,0.0,1,0,0,-4.9,2.23,4.9,-2.91,0,0,0,0,Line,Eastern
848,642,936,0.0041,0.019416,0.01621,165.24,0,0,0.0,0.0,1,0,0,-8.21,-6.61,8.21,4.87,0,0,0,0,Line,Eastern
849,643,644,0.000298,0.001036,0.0,0.0,0,0,0.0,0.0,1,0,0,3.93,1.37,-3.93,-1.37,0,0,0,0,Line,Eastern
850,662,646,0.019388,0.10321,0.01815,164.33,0,0,0.0,0.0,1,0,0,6.22,-4.18,-6.21,2.25,0,0,0,0,Line,Eastern
851,665,647,0.005635,0.027909,0.00544,153.12,0,0,0.0,0.0,1,0,0,-4.98,1.45,4.98,-2.03,0,0,0,0,Line,Eastern
852,647,860,0.00795,0.032384,0.00758,163.74,0,0,0.0,0.0,1,0,0,-4.06,-1.36,4.06,0.54,0,0,0,0,Line,Eastern
853,648,649,0.000213,0.00114,0.0,0.0,0,0,0.0,0.0,1,0,0,-0.56,-0.17,0.56,0.17,0,0,0,0,Line,Eastern
854,651,650,0.00746,0.033078,0.00291,144.0,0,0,0.0,0.0,1,0,0,-2.1,2.79,2.1,-3.1,0,0,0,0,Line,Eastern
855,652,664,0.014446,0.08536,0.00929,153.79,0,0,0.0,0.0,1,0,0,-7.81,0.99,7.82,-1.95,0,0,0,0,Line,Eastern
856,654,653,0.006904,0.031093,0.00402,173.65,0,0,0.0,0.0,1,0,0,-13.55,-0.98,13.56,0.6,0,0,0,0,Line,Eastern
857,653,1200,0.003835,0.02024,0.00448,178.47,0,0,0.0,0.0,1,0,0,-15.3,-1.11,15.31,0.66,0,0,0,0,Line,Eastern
858,656,655,0.001399,0.074335,0.0,161.41,0,0,1.0,0.0,1,0,0,-7.54,-1.42,7.54,1.46,0,0,0,0,Transformer,Eastern
859,655,657,0.00022,0.001087,0.0,0.0,0,0,0.0,0.0,1,0,0,7.37,2.07,-7.37,-2.07,0,0,0,0,Line,Eastern
860,655,659,0.002161,0.022273,0.03258,497.99,0,0,0.0,0.0,1,0,0,12.58,-0.93,-12.58,-2.6,0,0,0,0,Line,Eastern
861,663,656,0.02002,0.081349,0.00965,126.46,0,0,0.0,0.0,1,0,0,7.42,-3.67,-7.4,2.67,0,0,0,0,Line,Eastern
862,660,658,0.005446,0.022035,0.00356,159.18,0,0,0.0,0.0,1,0,0,7.7,1.73,-7.7,-2.1,0,0,0,0,Line,Eastern
863,658,679,0.005758,0.03015,0.00646,152.86,0,0,0.0,0.0,1,0,0,5.26,1.86,-5.26,-2.55,0,0,0,0,Line,Eastern
864,660,659,0.001764,0.069441,0.0,168.53,0,0,1.0,0.0,1,0,0,-10.14,-2.15,10.14,2.21,0,0,0,0,Transformer,Eastern
865,659,661,0.000234,0.001043,0.0,0.0,0,0,0.0,0.0,1,0,0,2.44,0.38,-2.44,-0.38,0,0,0,0,Line,Eastern
866,664,936,0.002533,0.012245,0.00655,169.7,0,0,0.0,0.0,1,0,0,-14.02,0.82,14.02,-1.51,0,0,0,0,Line,Eastern
867,665,670,0.006721,0.03239,0.00403,147.97,0,0,0.0,0.0,1,0,0,-3.53,-5.71,3.53,5.29,0,0,0,0,Line,Eastern
869,666,670,0.000203,0.001177,0.0,0.0,0,0,0.0,0.0,1,0,0,-5.71,-2.26,5.71,2.26,0,0,0,0,Line,Eastern
870,666,671,0.000252,0.001105,0.0,0.0,0,0,0.0,0.0,1,0,0,5.71,2.26,-5.71,-2.26,0,0,0,0,Line,Eastern
873,670,936,0.002814,0.013739,0.0044,165.04,0,0,0.0,0.0,1,0,0,-7.57,-4.8,7.57,4.34,0,0,0,0,Line,Eastern
874,674,672,0.005504,0.028768,0.00626,176.38,0,0,0.0,0.0,1,0,0,14.31,-2.12,-14.3,1.49,0,0,0,0,Line,Eastern
875,672,683,0.013445,0.072818,0.01709,162.77,0,0,0.0,0.0,1,0,0,5.73,-1.17,-5.73,-0.68,0,0,0,0,Line,Eastern
876,672,686,0.011067,0.055525,0.01917,148.03,0,0,0.0,0.0,1,0,0,2.84,-1.24,-2.84,-0.86,0,0,0,0,Line,Eastern
