index,bus_id,type,Pd,Qd,Gs,Bs,zone_id,Vm,Va,baseKV,loss_zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin,interconnect,sub_id,Lat,Lon
1135,1136,2,0.0,0.0,0,0.0,1,1.04371,-64.8086,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,563,44.0975,70.366
1136,1137,1,0.0,0.0,0,0.0,1,1.04371,-64.809,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,563,44.0975,70.366
1137,1138,2,0.0,0.0,0,0.0,1,1.01359,-58.0058,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,564,45.5944,68.5771
1138,1139,1,0.0,0.0,0,0.0,1,1.01358,-58.0072,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,564,45.5944,68.5771
1139,1140,1,0.0,0.0,0,0.0,1,1.04891,-62.4283,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,565,44.6826,68.2524
1140,1141,1,0.0,0.0,0,0.0,1,1.04891,-62.4283,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,565,44.6826,68.2524
1141,1142,1,0.0,0.0,0,0.0,1,1.04846,-62.7726,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,565,44.6826,68.2524
1143,1144,1,0.0,0.0,0,0.0,1,1.04893,-62.4233,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,565,44.6826,68.2524
1144,1145,1,0.0,0.0,0,0.0,1,1.04891,-62.4283,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,565,44.6826,68.2524
1145,1146,2,0.0,0.0,0,0.0,1,1.03835,-66.6809,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,566,43.6731,70.5654
1146,1147,1,0.0,0.0,0,0.0,1,1.03834,-66.6858,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,566,43.6731,70.5654
1147,1148,2,0.0,0.0,0,0.0,1,1.03905,-66.9748,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,567,43.5123,70.4481
1148,1149,1,0.0,0.0,0,0.0,1,1.03904,-66.9783,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,567,43.5123,70.4481
1149,1150,2,0.0,0.0,0,0.0,1,1.04151,-65.7168,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,568,43.7059,70.602
1150,1151,2,0.0,0.0,0,0.0,1,1.03962,-66.667,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,568,43.7059,70.602
1151,1152,1,0.0,0.0,0,0.0,1,1.04159,-65.7001,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,568,43.7059,70.602
1152,1153,1,0.0,0.0,0,0.0,1,1.04151,-65.7168,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,568,43.7059,70.602
1153,1154,1,0.0,0.0,0,-462.31,1,1.03996,-62.9223,500.0,1,1.1,0.9,63.95,0,0,0,Eastern,569,43.652,70.3449
1154,1155,1,0.0,0.0,0,0.0,1,1.04086,-65.1122,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,569,43.652,70.3449
1155,1156,1,0.0,0.0,0,0.0,1,1.03814,-66.3649,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,569,43.652,70.3449
1159,1160,1,0.0,0.0,0,0.0,1,1.04073,-65.1965,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,569,43.652,70.3449
1160,1161,1,0.0,0.0,0,0.0,1,1.04086,-65.1122,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,569,43.652,70.3449
1161,1162,1,0.0,0.0,0,0.0,1,1.03338,-56.9326,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,570,45.3334,68.4104
1162,1163,1,0.0,0.0,0,0.0,1,1.03173,-57.377,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,570,45.3334,68.4104
1164,1165,1,0.0,0.0,0,0.0,1,1.03338,-56.9326,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,570,45.3334,68.4104
1165,1166,1,0.0,0.0,0,0.0,1,1.03338,-56.9326,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,570,45.3334,68.4104
1166,1167,1,0.0,0.0,0,0.0,1,1.04911,-61.0052,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,571,44.5665,68.8043
1169,1170,1,0.0,0.0,0,0.0,1,1.04899,-61.0712,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,571,44.5665,68.8043
1170,1171,1,0.0,0.0,0,0.0,1,1.04911,-61.0052,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,571,44.5665,68.8043
1171,1172,2,0.0,0.0,0,0.0,1,1.04121,-64.5325,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,572,44.157,70.19
1172,1173,1,0.0,0.0,0,0.0,1,1.04118,-64.5351,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,572,44.157,70.19
1173,1174,1,0.0,0.0,0,-30.0,1,1.04256,-59.6797,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,573,46.841,67.9855
1174,1175,1,0.0,0.0,0,0.0,1,1.04648,-59.8404,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,573,46.841,67.9855
1175,1176,1,0.0,0.0,0,0.0,1,1.04925,-60.155,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,573,46.841,67.9855
1179,1180,1,0.0,0.0,0,0.0,1,1.04666,-59.8458,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,573,46.841,67.9855
1180,1181,1,0.0,0.0,0,0.0,1,1.04256,-59.6797,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,573,46.841,67.9855
1181,1182,1,0.0,0.0,0,0.0,1,1.03475,-56.876,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,574,45.4876,67.9824
1182,1183,1,0.0,0.0,0,0.0,1,1.03387,-57.1069,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,574,45.4876,67.9824
1183,1184,1,0.0,0.0,0,0.0,1,1.03298,-57.5139,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,574,45.4876,67.9824
1187,1188,1,0.0,0.0,0,0.0,1,1.03475,-56.876,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,574,45.4876,67.9824
1188,1189,1,0.0,0.0,0,0.0,1,1.03475,-56.876,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,574,45.4876,67.9824
1189,1190,2,0.0,0.0,0,0.0,1,1.03756,-62.7617,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,575,44.5719,69.694
1190,1191,1,0.0,0.0,0,0.0,1,1.03756,-62.7626,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,575,44.5719,69.694
1191,1192,1,0.0,0.0,0,0.0,1,1.0366,-69.4625,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,576,43.2118,70.8369
1194,1195,1,0.0,0.0,0,0.0,1,1.0366,-69.4627,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,576,43.2118,70.8369
1195,1196,1,0.0,0.0,0,0.0,1,1.0366,-69.4625,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,576,43.2118,70.8369
1196,1197,2,0.0,0.0,0,0.0,1,1.04963,-59.9072,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,577,46.5349,68.3341
1197,1198,1,0.0,0.0,0,0.0,1,1.04962,-59.9086,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,577,46.5349,68.3341
1198,1199,2,0.0,0.0,0,0.0,1,1.04395,-61.5896,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,578,44.9602,69.8733
1199,1200,2,0.0,0.0,0,0.0,1,1.04312,-61.9323,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,578,44.9602,69.8733
1202,1203,1,0.0,0.0,0,0.0,1,1.04399,-61.5843,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,578,44.9602,69.8733
1203,1204,1,0.0,0.0,0,0.0,1,1.04395,-61.5896,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,578,44.9602,69.8733
1204,1205,1,0.0,0.0,0,0.0,1,1.03801,-62.8747,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,579,44.5336,69.7216
1206,1207,1,0.0,0.0,0,0.0,1,1.03799,-62.8761,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,579,44.5336,69.7216
1207,1208,1,0.0,0.0,0,0.0,1,1.03801,-62.8747,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,579,44.5336,69.7216
1208,1209,1,0.0,0.0,0,-52.15,1,1.03728,-64.0617,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,580,44.0086,70.0432
1209,1210,1,0.0,0.0,0,0.0,1,1.04011,-64.7156,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,580,44.0086,70.0432
1214,1215,1,0.0,0.0,0,0.0,1,1.03784,-64.0619,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,580,44.0086,70.0432
1215,1216,1,0.0,0.0,0,0.0,1,1.03728,-64.0617,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,580,44.0086,70.0432
1216,1217,1,8.29,1.09,0,0.0,2,1.03501,-68.8709,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,581,43.4367,71.1263
1217,1218,1,0.0,0.0,0,0.0,2,1.03505,-68.8658,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,581,43.4367,71.1263
1218,1219,1,4.22,1.46,0,0.0,2,1.04425,-68.4204,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,582,43.499,71.3041
1219,1220,1,0.0,0.0,0,0.0,2,1.04427,-68.4181,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,582,43.499,71.3041
1220,1221,1,5.68,0.17,0,0.0,2,1.0447,-68.211,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,583,43.5363,71.1698
1221,1222,1,0.0,0.0,0,0.0,2,1.04471,-68.2075,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,583,43.5363,71.1698
1222,1223,1,3.45,0.49,0,0.0,2,1.04308,-68.643,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,584,43.426,71.2807
1223,1224,1,11.11,0.97,0,0.0,2,1.04146,-68.7319,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,585,43.4922,71.4918
1224,1225,1,0.0,0.0,0,0.0,2,1.04149,-68.7261,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,585,43.4922,71.4918
1225,1226,1,6.48,1.58,0,0.0,2,1.03855,-70.2648,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,586,43.4752,71.6083
1226,1227,1,2.88,0.3,0,0.0,2,1.03611,-70.495,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,587,43.2699,71.274
1227,1228,1,4.43,0.7,0,0.0,2,1.04428,-68.4905,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,588,43.5147,71.39
1228,1229,1,4.43,0.98,0,0.0,2,1.04181,-68.4585,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,589,43.5703,71.3613
1229,1230,1,0.0,0.0,0,0.0,2,1.03841,-68.3543,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,590,43.4857,71.4165
1230,1231,1,0.0,0.0,0,0.0,2,1.04445,-68.4943,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,590,43.4857,71.4165
1231,1232,1,5.39,1.37,0,0.0,2,1.03838,-68.3575,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,590,43.4857,71.4165
1232,1233,1,4.25,1.75,0,0.0,2,1.04245,-68.6942,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,591,43.4372,71.4025
1233,1234,1,11.34,1.01,0,0.0,2,1.03737,-68.8484,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,592,43.5952,71.5271
1234,1235,1,0.0,0.0,0,0.0,2,1.03741,-68.8418,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,592,43.5952,71.5271
1235,1236,1,7.84,1.12,0,0.0,2,1.04188,-68.2956,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,593,43.6044,71.3757
1236,1237,1,7.46,0.43,0,0.0,2,1.04182,-68.7506,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,594,43.522,71.4731
1237,1238,1,10.17,1.47,0,0.0,2,1.03837,-69.3478,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,595,43.5927,71.6078
1238,1239,1,4.57,0.59,0,0.0,2,1.04263,-68.1612,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,596,43.6703,71.4929
1239,1240,1,3.88,0.82,0,0.0,2,1.04256,-68.0284,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,597,43.6867,71.4492
1240,1241,1,6.24,1.42,0,0.0,2,1.04249,-67.8293,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,598,43.7697,71.3598
1241,1242,1,0.0,0.0,0,0.0,2,1.04241,-67.9725,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,599,43.7192,71.3356
1242,1243,1,4.45,1.21,0,0.0,2,1.04239,-67.9751,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,599,43.7192,71.3356
1243,1244,1,4.54,1.27,0,0.0,2,1.04296,-68.364,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,600,43.6526,71.5653
1244,1245,1,5.19,1.46,0,0.0,2,1.03977,-70.4955,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,601,43.3636,71.577
1245,1246,1,5.19,2.13,0,0.0,2,1.03796,-69.9802,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,602,43.4094,71.6324
1246,1247,1,3.32,1.01,0,0.0,2,1.0406,-66.0544,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,603,44.1084,71.1087
1247,1248,1,2.03,0.06,0,0.0,2,1.042,-65.7495,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,604,44.1718,71.0282
1248,1249,1,0.0,0.0,0,0.0,2,1.042,-65.7483,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,604,44.1718,71.0282
1249,1250,1,5.47,1.36,0,0.0,2,1.04422,-66.9267,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,605,43.8307,71.2145
1250,1251,1,4.28,1.03,0,0.0,2,1.04261,-67.1575,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,606,43.8751,71.2869
1251,1252,1,4.02,0.67,0,0.0,2,1.04456,-66.5866,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,607,44.0043,71.3106
1252,1253,1,4.93,1.07,0,0.0,2,1.04399,-66.5621,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,608,43.9566,71.3666
1253,1254,1,2.32,0.97,0,0.0,2,1.04417,-66.9207,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,609,43.8588,70.9891
1254,1255,1,4.61,1.39,0,0.0,2,1.04405,-66.9664,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,610,43.7701,71.0817
1255,1256,1,2.91,0.84,0,0.0,2,1.04526,-66.2563,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,611,44.0993,71.2653
1256,1257,1,6.07,1.47,0,0.0,2,1.04607,-65.4206,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,612,44.0355,71.1048
1257,1258,1,0.0,0.0,0,0.0,2,1.04051,-66.625,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,613,43.9527,71.1595
1258,1259,1,6.47,1.55,0,0.0,2,1.04048,-66.6285,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,613,43.9527,71.1595
1259,1260,1,5.44,0.9,0,0.0,2,1.04269,-67.193,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,614,43.6272,70.9987
1260,1261,1,0.0,0.0,0,0.0,2,1.04271,-67.1899,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,614,43.6272,70.9987
1261,1262,1,0.0,0.0,0,0.0,2,1.04438,-66.6372,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,615,43.5774,71.0662
1262,1263,1,0.0,0.0,0,0.0,2,1.04574,-67.6807,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,615,43.5774,71.0662
1265,1266,1,10.04,3.3,0,0.0,2,1.04432,-66.6425,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,615,43.5774,71.0662
1266,1267,1,0.0,0.0,0,0.0,2,1.04447,-66.6159,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,615,43.5774,71.0662
1267,1268,1,3.94,0.32,0,0.0,2,1.04456,-68.3065,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,616,43.5771,71.1789
1268,1269,1,0.0,0.0,0,0.0,2,1.04201,-67.5128,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,617,43.6712,71.1397
1269,1270,1,8.21,3.15,0,0.0,2,1.04196,-67.5171,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,617,43.6712,71.1397
1270,1271,1,3.02,0.94,0,0.0,2,1.04059,-70.3924,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,618,43.1086,72.2389
1271,1272,1,3.35,0.93,0,0.0,2,1.04132,-70.1785,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,619,43.1587,72.3094
1272,1273,1,2.85,0.78,0,0.0,2,1.03595,-71.2962,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,620,42.8082,72.1455
1273,1274,1,0.0,0.0,0,0.0,2,1.03596,-71.2945,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,620,42.8082,72.1455
1274,1275,1,4.98,1.76,0,0.0,2,1.0404,-71.1903,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,621,42.8647,72.5098
1275,1276,1,0.0,0.0,0,0.0,2,1.04216,-71.6781,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,622,42.8008,72.4962
1276,1277,1,6.87,1.15,0,0.0,2,1.04213,-71.6823,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,622,42.8008,72.4962
1277,1278,1,0.0,0.0,0,0.0,2,1.03561,-71.4249,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,623,42.7679,72.1122
1278,1279,1,7.76,3.07,0,0.0,2,1.03556,-71.429,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,623,42.7679,72.1122
1279,1280,1,0.0,0.0,0,12.87,2,1.04138,-70.6672,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,624,42.8633,72.0999
1280,1281,1,0.0,0.0,0,0.0,2,1.03929,-71.3528,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,624,42.8633,72.0999
1283,1284,1,7.79,4.03,0,0.0,2,1.04132,-70.6714,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,624,42.8633,72.0999
1284,1285,1,0.0,0.0,0,0.0,2,1.04137,-70.6499,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,624,42.8633,72.0999
1285,1286,1,0.0,0.0,0,-247.92,2,1.03838,-68.5107,500.0,1,1.1,0.9,63.95,0,0,0,Eastern,625,43.0151,72.341
1286,1287,1,0.0,0.0,0,0.0,2,1.04013,-69.2662,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,625,43.0151,72.341
1287,1288,1,16.19,6.3,0,0.0,2,1.03827,-68.5189,500.0,1,1.1,0.9,63.95,0,0,0,Eastern,625,43.0151,72.341
1288,1289,1,0.0,0.0,0,0.0,2,1.03846,-71.1594,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,626,42.9423,72.3416
1289,1290,1,13.77,5.26,0,0.0,2,1.03837,-71.1664,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,626,42.9423,72.3416
1290,1291,1,0.0,0.0,0,0.0,2,1.04039,-69.8079,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,627,42.9264,72.3695
1291,1292,1,14.08,3.77,0,0.0,2,1.0386,-71.0408,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,627,42.9264,72.3695
1292,1293,1,0.0,0.0,0,0.0,2,1.04048,-69.7914,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,627,42.9264,72.3695
1293,1294,1,12.35,2.18,0,0.0,2,1.03842,-71.115,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,628,42.972,72.3662
1294,1295,1,4.86,0.7,0,0.0,2,1.03881,-71.3192,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,629,42.934,72.1539
1295,1296,1,0.0,0.0,0,0.0,2,1.03789,-70.4205,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,630,42.911,71.876
1296,1297,1,0.0,0.0,0,0.0,2,1.03931,-71.3825,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,630,42.911,71.876
1299,1300,1,11.22,5.28,0,0.0,2,1.03781,-70.427,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,630,42.911,71.876
1300,1301,1,8.48,2.23,0,0.0,2,1.03795,-71.8524,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,631,42.8611,71.8206
1301,1302,1,3.75,1.42,0,0.0,2,1.03816,-71.5579,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,632,42.8414,72.0333
1302,1303,1,4.74,1.9,0,0.0,2,1.03722,-71.5039,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,633,42.7937,71.9783
1303,1304,1,0.0,0.0,0,-30.63,2,1.04038,-71.3518,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,634,42.7384,71.9252
1304,1305,1,0.0,0.0,0,0.0,2,1.04621,-71.743,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,634,42.7384,71.9252
1305,1306,1,6.93,2.79,0,0.0,2,1.04034,-71.3552,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,634,42.7384,71.9252
1306,1307,1,0.0,0.0,0,0.0,2,1.03943,-70.1016,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,635,43.0597,72.0625
1307,1308,1,1.38,0.14,0,0.0,2,1.03942,-70.1024,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,635,43.0597,72.0625
1308,1309,1,0.0,0.0,0,0.0,2,1.03703,-71.0632,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,636,42.805,72.245
1309,1310,1,9.7,5.07,0,0.0,2,1.03695,-71.068,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,636,42.805,72.245
1310,1311,1,0.0,0.0,0,0.0,2,1.03983,-70.0932,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,637,42.7916,72.33
1311,1312,1,0.0,0.0,0,0.0,2,1.03831,-70.8376,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,637,42.7916,72.33
1312,1313,1,11.22,1.07,0,0.0,2,1.03979,-70.1001,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,637,42.7916,72.33
1313,1314,1,4.01,0.33,0,0.0,2,1.03949,-70.5615,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,638,43.1032,72.4518
1314,1315,1,0.0,0.0,0,0.0,2,1.0395,-70.5593,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,638,43.1032,72.4518
1315,1316,1,2.26,0.5,0,0.0,2,1.03951,-70.6763,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,639,43.0739,72.3664
1316,1317,1,3.14,0.46,0,0.0,2,1.04127,-72.1642,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,640,42.7214,72.4262
1317,1318,1,0.0,0.0,0,0.0,2,1.04703,-64.5356,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,641,44.5166,71.1096
1318,1319,1,6.27,0.76,0,0.0,2,1.047,-64.5391,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,641,44.5166,71.1096
1319,1320,1,14.58,3.08,0,0.0,2,1.0458,-64.4563,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,642,44.5265,71.208
1320,1321,1,0.0,0.0,0,-59.51,2,1.04019,-63.4046,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,643,44.8944,71.4121
1321,1322,1,0.0,0.0,0,0.0,2,1.04142,-63.7185,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,643,44.8944,71.4121
1322,1323,1,4.36,1.18,0,0.0,2,1.04017,-63.4068,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,643,44.8944,71.4121
1323,1324,1,0.0,0.0,0,-5.45,2,1.03634,-63.7965,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,644,44.907,71.3051
1327,1328,1,2.02,1.87,0,0.0,2,1.03631,-63.7975,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,644,44.907,71.3051
1328,1329,1,0.0,0.0,0,0.0,2,1.03643,-63.7962,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,644,44.907,71.3051
1329,1330,1,4.03,0.12,0,0.0,2,1.04649,-64.5826,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,645,44.388,71.1782
1330,1331,1,4.93,1.26,0,0.0,2,1.04622,-65.6884,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,646,44.2235,71.1838
1331,1332,1,4.24,0.97,0,0.0,2,1.04666,-64.3169,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,647,44.5927,71.41
1332,1333,1,2.5,1.09,0,0.0,2,1.04701,-65.2596,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,648,44.3604,71.499
1333,1334,1,0.0,0.0,0,0.0,2,1.04849,-64.9378,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,649,44.4525,71.5574
1334,1335,1,4.4,0.16,0,0.0,2,1.04848,-64.9404,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,649,44.4525,71.5574
1335,1336,1,6.31,1.53,0,0.0,2,1.04673,-64.5517,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,650,44.5002,71.5985
1336,1337,1,0.0,0.0,0,0.0,2,1.04677,-64.5483,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,650,44.5002,71.5985
1337,1338,1,2.62,0.45,0,-3.21,2,1.03925,-63.7932,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,651,44.8043,71.4731
1338,1339,1,0.0,0.0,0,-8.5,2,1.03337,-63.6744,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,652,45.1862,71.3067
1342,1343,1,0.0,0.0,0,0.0,2,1.03348,-63.6742,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,652,45.1862,71.3067
1343,1344,1,0.0,0.0,0,0.0,2,1.03337,-63.6744,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,652,45.1862,71.3067
1344,1345,1,0.0,0.0,0,0.0,2,1.04767,-65.0239,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,653,44.31,71.6162
1345,1346,1,2.45,0.06,0,0.0,2,1.04767,-65.0254,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,653,44.31,71.6162
1346,1347,1,2.05,0.12,0,0.0,2,1.0466,-65.018,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,654,44.3992,71.6712
1347,1348,1,0.0,0.0,0,0.0,2,1.04359,-67.9858,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,655,43.7841,71.544
1348,1349,1,5.2,1.44,0,0.0,2,1.04357,-67.9885,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,655,43.7841,71.544
1349,1350,1,1.98,0.28,0,0.0,2,1.04289,-65.2495,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,656,44.2747,72.0161
1350,1351,1,3.55,1.67,0,0.0,2,1.04138,-65.4209,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,657,44.235,71.5654
1351,1352,1,0.0,0.0,0,0.0,2,1.04436,-67.225,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,658,44.1538,71.6097
